user,market_group,total_pnl,trade_count,pnl_per_trade,specialization_score
0x1ca88b06f5b8192f7b441f659c3f7bbf322b1a39,mlb_game,14863.518402000002,100,148.63518402000003,0.7662104863752203
0xde8cf970a53b775396fc5675aae60ddb05e24f5c,crypto_launch,14842.812388,30,494.7604129333333,1.0
0x0a26054fe174697bf6be759c4b600fdb830d1851,soccer_game,14804.353251,192,77.106006515625,0.7512797924516592
0xab4d62e26a0291f7aea3852bb700d0a2cb2c6546,other,14798.601728,2727,5.426696636596993,1.0
0xc25120b27e01031b2122f74488dcdb077a78b9c3,crypto_launch,14785.11357,206,71.77239597087379,1.0
0x15a681d447124c90dbd85be526af18ca1611bf5d,elon_musk,14773.724000000002,33,447.6886060606061,0.7886952329574893
0x9a65b5ae850658fc39fe25fa25ba429db36d0edf,crypto_launch,14748.83454,19,776.2544494736842,1.0
0x9f1629a2f5a6b0c980a74761fe335b17c3161f5c,crypto_launch,14679.010068,52,282.28865515384615,1.0
0x0aaa5574a9746d161529b436a216c1b13d6377b7,other,14674.805222,157,93.47009695541402,0.8855875318010413
0xbf4097cb60e82bef0806331fa03bf5ff6cee1bd2,soccer_game,14544.224352,242,60.10010062809917,0.8022483957854005
0xb9b041cfb1d32364f6df1aed4a209e36350fdad9,crypto_launch,14516.048,14,1036.8605714285716,1.0
0x2c6751822e482c5dbe9b323de38a5dad1270377e,nba_game,14410.894104,81,177.9122728888889,1.0
0x6ade597c0e2b43c0bf3542cada8a5e330d73f5b0,nfl_game,14355.92929,53,270.8665903773585,0.7796597391924377
0x00d66ee567046056b8703b735f2425fdf65baa44,other,14307.434324999998,321,44.571446495327095,0.7764058367743603
0x36d0fe387978b90c7a558306748638ea6215daff,crypto_launch,14300.116107,18,794.4508948333333,1.0
0xde97177471db3c5013e55ed5ff91847ef540e43e,nba_game,14288.593128,107,133.53825353271029,0.9270000867580399
0x044e852ad3399ea51e8e177b1292b68cbf259599,other,14014.35,21,667.35,1.0
0x476761dc51cd2e7528b3b95b2cf7884abf01bac4,crypto_launch,14000.0,11,1272.7272727272727,1.0
0x1d04d5b13ba31ca6f3b9526ded9cfe43519ced05,us_politics_events,13994.249806000003,77,181.74350397402603,1.0
0x6619a973200dbfe778fe03458e3accfec9329314,crypto_launch,13952.0,48,290.6666666666667,1.0
0x49ee0c320c2a63f1de874aac834ff76d9a697afe,nhl_game,13922.993997,13,1070.9995382307693,1.0
0x975be0173dbbc98c457dedd6f5dacec77e852d5f,other,13810.0388485,753,18.3400250312085,0.803792784688585
0x549f245a3d1d04f8c61e64b766ac7bea2002c945,nba_game,13788.798929000002,15,919.2532619333335,0.8493724690978532
0x9b62c51af2d66b19e3542f8df31e76923026b985,crypto_launch,13761.5,10,1376.15,1.0
0x368bdf423a14d1b1a4393d3b46055c0ffb6e3edd,crypto_launch,13605.3,52,261.6403846153846,1.0
0x5f176a980de5b25f89f17473e5e8adef565c519e,soccer_game,13558.597833999997,20,677.9298916999999,1.0
0xcb91b2f07f5fff7fc2427e1e877ff5b3e6893ffa,us_politics_events,13553.149879,51,265.74803684313724,0.9117040421818965
0x519fb78f13405666bcc4d714b7ec2932e0632af7,nhl_game,13235.372243,23,575.4509670869566,0.8565614102377936
0x979fc186184ae75754d32c4ef68d8ca00f744032,tennis_tour&ufc_fight,13190.6734,39,338.22239487179485,1.0
0x74d3d4c824ea8b93d6fcb9e3ee9d47aaa6f30332,nba_game,13157.546492,309,42.58105660841424,1.0
0x1fbcd4d3dd2c5a7ad80fc34ceb5bd14230079a2c,nba_game,13151.8262,18,730.657011111111,1.0
0x3238761f20d804b6ae5776e94cdefd79ca313291,crypto_launch,13146.859675000009,1017,12.927098992133736,0.82356279341496
0x84e937b5176f1c68cf7dbf31134f07fab03820bc,crypto_launch,13120.134721999995,297,44.17553778451177,1.0
0xc6ba0edbde8d0de978b5bdae76006b2883abc0ee,other,13104.807199,30,436.82690663333335,1.0
0x899a14b3fa1b9f2e542977175c618af8308f8738,crypto_launch,13097.004675,140,93.55003339285715,1.0
0x3022ebb3d83ba8e4d8a272d0e28174cfa49359c1,other,13082.421154000009,136,96.19427319117653,1.0
0x38de8126885d67bd4792cc626ef4c1c4efbed421,crypto_launch,13044.5,12,1087.0416666666667,1.0
0x87ed209249dbffb71a00aa11c081156e99824d91,crypto_launch,13043.0,20,652.15,1.0
0x38efa13623004ba52696bde3ccd4c29740ab866b,crypto_launch,13026.0,13,1002.0,1.0
0xf8194493cf0e766d9df95ce4cdff819a02aaee74,crypto_launch,13023.0,15,868.2,1.0
0xc9df83f7352ed36e5678342579b60638f437a488,crypto_launch,13015.5,13,1001.1923076923077,1.0
0xf8d398648424f0e74d6b07c3c52f346de7f3c25f,crypto_launch,13013.0,12,1084.4166666666667,1.0
0xd90590bcef302f34b0e1e1fc3f96d28bf0c07aaa,crypto_launch,13005.0,12,1083.75,1.0
